field_season,site,coral_tag,before/after,annotator,date_annotated,colony_width1,colony_width2,colony_area,binary_tissue_loss,binary_disease,cyanobacteria_contact,binary_algal_contact,turf_contact,binary_macroalgae_contact,type_of_macroalgae,binary_CCA_contact,sediment_contact,binary_coral_contact,binary_bleaching,bleaching_proportion,notes_bleaching,notes
KI2015b,35,87b,,HD,16-09-2016,32.314,29.711,694.211,n,n,n,y,y,y,Halimeda,n,y,y,n,NONE,,
KI2015b,35,90_690,,JM,1/6/2016,39.769,29.271,935.039,n,n,n,y,y,y,Halimeda,y,y,n,n,NONE,,
KI2015b,35,92_860,,HD,5/8/2016,29.539,20.97,368.542,n,n,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2015b,35,NA,,HD,5/8/2016,20.526,20.164,340.539,n,n,n,y,y,n,NONE,n,y,y,y,1,"many smaller patches, * No tag but sample was taken ",
KI2015c,3,135,,JL,20-11-2015,34.657,28.579,703.566,n,n,n,y ,y,n,NONE,y,n,y,y,1,two small spots ,
KI2015c,3,155,,HD,1/10/2015,36.932,26.641,718.854,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,3,157,,HD,1/10/2015,18.832,17.49,278.21,n,n,n,y,y,n,NONE,y,n,y,y,3,Most of coral bleached but not very white,
KI2015c,3,158,,HD,1/10/2015,26.471,26.27,671.26,n,n,n,y,y,y,"Halimeda, Peysson_red",y,n,y,y,2,One large patch and many small spots,
KI2015c,3,159,,HD,1/10/2015,27.975,19.333,477.149,y,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,3,161,,HD,1/10/2015,21.292,18.43,302.198,n,y,y,y,y,n,NONE,y,n,y,y,3,Majority of the coral has some loss in colour,
KI2015c,3,162,,HD,15-09-2016,47.051,32.827,984.685,n,n,n,y,y,y,Halimeda,y,n,y,n,NONE,dead patch in centre,
KI2015c,3,163,,HD,17-09-2015,44.67,29.617,921.461,n,n,n,y,y,n,NONE,y,n,y,y,1,One patch of bleaching on left side,
KI2015c,3,166,,HD,17-09-2015,40.671,33.25,982.395,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,3,167,,HD,1/10/2015,27.206,23.969,514.151,n,y,n,y,y,y,Halimeda,y,n,y,n,NONE,,
KI2015c,3,169,,HD,17-09-2015,42.208,48.673,1565.997,n,y,n,y,y,y,Halimeda,y,y,y,y,1,Many tiny spots,
KI2015c,3,170,,HD,17-09-2015,54.488,47.333,1574.98,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,3,171,,DC_JMI,17-09-2015,22.563,15.23,257.089,n,n,n,y,y,n,NONE,y,n,n,n,NONE,,
KI2015c,3,172,,HD,17-09-2015,27.709,27.535,588.084,n,y,n,y,y,n,NONE,y,n,y,y,2,Large areas of patchy lighter / very light colouring,
KI2015c,3,173,,HD,17-09-2015,21.931,14.712,247.359,n,n,n,y,y,n,NONE,y,n,y,y,1,Few patches of slightly lighter colouring,
KI2015c,3,177,,HD,22-10-2015,26.261,21.998,494.14,n,y,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,3,179,,HD,22-10-2015,23.361,22.925,456.611,y,n,n,y,y,n,NONE,y,y,n,n,NONE,,
KI2015c,3,181,,HD,26-10-2015,26.295,23.009,469.913,n,n,n,y,y,n,NONE,y,n,y,y,1,Variable patches,
KI2015c,3,183,,HD,26-10-2015,78.958,52.557,3243.642,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,3,187,,HD,15-09-2016,12.895,9.472,98.319,n,n,n,y,y,n,NONE,y,y,y,y,3,almost completely bleached,
KI2015c,3,223,,JL,20-11-2015,29.02,28.088,594.321,n,n,n,y,y,n,NONE,y,y,y,y,1,"coral is lighter in colour, a few small bleached spots ",
KI2015c,3,224,,JL,20-11-2015,14.174,12.226,120.712,n,n,n,y,y,n,NONE,y,n,n,y,1,diffuse bleaching in patches over coral ,
KI2015c,3,225,,HD,14-12-2015,41.072,32.481,897.77,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,3,226,,JL,20-11-2015,23.755,26.542,495.606,n,n,n,y ,y,n,NONE,y,y,y,y,1,"coral is lighter in colour, a few small bleached spots ",
KI2015c,3,228,,JL,25-11-2015,37.887,25.468,655.616,n,n,n,y,y,n,NONE,n,n,y,n,NONE,,
KI2015c,3,229,,HD,14-12-2015,49.751,49.133,2004.53,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,3,230,,JL,25-11-2015,32.572,32.39,563.066,n,n,n,y,y,n,NONE,n,y,y,y,1,many small patches,
KI2015c,3,231,,JL,25-11-2015,24.215,14.523,305.96,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,3,236,,JL,20-11-2015,44.045,33.759,882.197,n,n,n,y ,y,n,NONE,y,y,y,y,1,many small patches,
KI2015c,3,154_872,,HD,22-10-2015,35.035,26.988,832.31,n,n,n,y,y,y,Caulerpa,y,n,y,n,NONE,,
KI2015c,3,156b,,HD,22-10-2015,25.085,22.479,375.973,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,3,174b,,HD,17-09-2015,31.898,20.549,340.488,n,n,y,y,y,n,NONE,y,n,y,n,NONE,Cyanobacteria and CCA contact from a snail,
KI2015c,5,787,,JL,25-11-2015,29.738,29.656,689.262,n,n,n,y,y,n,NONE,n,y,y,y,2,"entire coral is bleached, middle parts are still dark. ",
KI2015c,5,788,,JL,25-11-2015,33.819,27.862,858.226,n,n,n,y,y,n,NONE,n,y,n,y,2,widespread but not completely bleached,
KI2015c,5,789,,JL,25-11-2015,67.177,66.071,2474.668,n,n,n,y,y,n,NONE,n,y,y,y,1,a few small spots ,
KI2015c,5,790,,JL,25-11-2015,42.437,28.118,954.672,n,n,n,y,y,n,NONE,y,y,y,y,1,"portions of coral are lighter, a few small bleached spots ",
KI2015c,5,791,,HD,14-12-2015,59.762,37.975,1599.353,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,5,792,,JL,25-11-2015,33.266,29.339,824.397,n,n,n,y,y,n,NONE,y,y,y,y,2,large proportion of coral bleached but not severe,
KI2015c,5,793,,JL,25-11-2015,15.329,11.693,152.347,n,n,n,y,y,n,NONE,n,y,y,y,2,widespread but not completely bleached,
KI2015c,5,795,,JL,25-11-2015,38.151,27.716,851.316,n,n,n,y,y,n,NONE,n,y,n,y,1,one small patch <5cm,
KI2015c,5,796,,JL,25-11-2015,32.302,20.805,435.854,n,n,n,y,y,n,NONE,y,y,n,y,1,a few tips are bleaching ,
KI2015c,5,797,,JL,25-11-2015,19.946,17.076,397.059,n,n,n,y,y,n,NONE,n,y,n,y,1,most of coral is lighter in colour,
KI2015c,5,798,,JL,25-11-2015,23.636,21.531,403.703,n,n,n,y,y,n,NONE,n,y,y,y,2,"large portion of coral is starting to bleach, not severely bleached ",
KI2015c,5,799,,JL,25-11-2015,31.428,22.288,474.37,n,n,n,y,y,n,NONE,n,y,n,y,1,a few tips are starting to bleach ,
KI2015c,5,800,,JL,25-11-2015,24.531,20.465,343.377,n,n,n,y,y,y,Halimeda,y,y,n,y,2,"~2/3 of coral is severely bleaching, top surface is almost completely bleached",
KI2015c,5,801,,JL,25-11-2015,23.521,18.59,335.018,n,n,n,y,y,n,NONE,n,y,y,y,1,one small patch <5cm *the lighting makes coral look like it's bleaching more - in IMG_4129 coral is a healthy colour,
KI2015c,5,802,,JL,27-11-2015,54.594,33.488,1394.779,n,n,n,y,y,n,NONE,n,y,y,y,1,one patch <5cm ,
KI2015c,5,803,,JL,27-11-2015,49.464,36.012,1192.178,n,n,n,y,y,n,NONE,n,y,n,n,NONE,,
KI2015c,5,804,,JL,27-11-2015,16.657,15.398,212.76,n,n,n,y,y,y,Halimeda,n,y,y,n,1,Bleaching around turf algal spot,
KI2015c,5,806,,JL,27-11-2015,31.721,23.351,590.46,n,n,n,y,y,n,NONE,n,y,y,y,1,half of the colony (almost straight-line division) is bleaching and (not seen in this photo but IMG_4154) there a small bleached patch too,
KI2015c,5,807,,JL,27-11-2015,70.995,55.266,2960.407,n,n,n,y,y,n,NONE,y,y,y,y,2,"portions of coral are lighter, a few small bleached spots ",
KI2015c,5,809,,JL,27-11-2015,44.06,43.504,1349.724,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,5,810,,DC_JMI,17-09-2015,23.163,18.597,358.517,n,n,n,y,y,n,NONE,y,n,y,y,2,General paling of most of the colony,
KI2015c,5,811,,JL,27-11-2015,71.574,62.581,2818.04,n,n,n,y,y,y,"Halimeda, Peysson_red",y,y,y,y,2,one patch >5cm ,
KI2015c,5,812,,JL,27-01-2016,49.524,36.026,1436.081,n,n,n,y,y,y,Halimeda,n,y,y,n,NONE,,
KI2015c,5,813,,DC_JMI,17-09-2015,18.269,15.33,222.845,n,n,n,y,y,n,NONE,y,n,n,n,NONE,,
KI2015c,5,814,,HD,21-09-2015,35.153,28.12,782.082,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,5,815,,HD,21-09-2015,63.245,32.537,1547.73,n,n,n,n,n,n,NONE,y,n,y,n,NONE,,
KI2015c,5,816,,HD,21-09-2015,22.746,20.867,450.725,n,y,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,5,817,,HD,21-09-2015,17.094,15.849,237.306,n,n,n,y,y,n,NONE,y,n,y,y,1,A couple slightly lighter coloured patches,
KI2015c,5,818,,HD,14-12-2015,35.328,27.607,883.237,n,n,n,y,y,n,NONE,y,n,y,n,1,A few very small light spots,
KI2015c,5,819,,JL,27-11-2015,39.114,36.812,891.71,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,5,820,,DC_JMI,17-09-2015,37.164,31.562,924.473,n,n,n,y,y,y,"Halimeda, Peysson_red",y,n,y,y,2,"Variable, patchy bleaching: some spots completely some just lighter in colour",
KI2015c,5,821,,HD,14-12-2015,59.084,53.564,2290.541,n,n,n,n,n,n,NONE,n,n,y,y,1,"Many small spots, some circular and some more cylindrical",
KI2015c,5,822,,HD,21-09-2015,73.268,71.546,5306.851,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,5,823,,HD,1/10/2015,24.881,16.432,307.281,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,5,824,,HD,21-09-2015,15.91,15.052,190.021,n,n,n,y,y,n,NONE,n,n,y,y,1,"A few lighter spots, algae growing in sampled area",
KI2015c,5,825,,HD,1/10/2015,34.673,22.452,709.822,y,n,n,y,y,n,NONE,n,n,y,n,NONE,,
KI2015c,5,826,,HD,1/10/2015,43.813,35.297,1204.208,n,y,n,y,y,n,NONE,y,n,y,n,1,Very small spots,
KI2015c,5,827,,HD,1/10/2015,65.6,54.881,3688.289,n,y,y,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,5,828,,HD,1/10/2015,67.334,48.073,2877.703,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,5,829,,HD,1/10/2015,23.775,18.558,343.21,n,n,n,y,y,n,NONE,n,n,y,y,3,Fully bleached,
KI2015c,5,830,,HD,26-10-2015,43.298,37.539,1280.062,y,n,n,y,y,n,NONE,n,n,y,n,NONE,A few tips missing,
KI2015c,5,831,,HD,26-10-2015,74.803,36.713,2084.949,n,n,n,y,y,n,NONE,y,n,y,n,NONE,Scale approximate (ruler on side),
KI2015c,5,832,,HD,14-12-2015,50.988,39.12,1302.608,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,5,833,,HD,14-12-2015,29.883,24.835,643.829,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,5,835,,HD,14-12-2015,66.271,39.972,1625.675,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,5,836,,HD,14-12-2015,51.762,43.667,1918.871,n,n,n,y,y,n,NONE,y,y,y,n,NONE,13 cm scale used,
KI2015c,5,837,,JL,27-11-2015,43.093,35.572,1017.546,n,n,n,y,y,n,NONE,y,y,n,y,1,A few small spots,
KI2015c,5,838,,HD,14-12-2015,71.452,53.8,2978.922,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,5,839,,JL,27-11-2015,86.663,48.866,2806.533,n,n,n,y,y,n,NONE,y,y,n,y,1,areas are paling  ,
KI2015c,5,840,,JL,27-11-2015,73.885,34.68,1834.739,n,y,y,y,y,n,NONE,n,y,y,n,NONE,,
KI2015c,5,794_946,,JL,25-11-2015,63.347,49.416,2113.899,n,n,n,y,y,n,NONE,n,y,y,y,1,"parts of coral are lighter, a few small bleached spots ",
KI2015c,5,834_947,,HD,14-12-2015,95.488,60.477,4832.206,n,n,n,y,y,n,NONE,y,n,y,y,1,Many very small dots,
KI2015c,8,51,,HD,21-09-2015,32.7,28.39,743.115,n,n,y,y,y,n,NONE,y,n,y,y,2,Large patches,
KI2015c,8,60,,HD,1/10/2015,27.291,25.963,578.05,n,y,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2015c,8,61,,HD,7/10/2015,34.431,22.641,625.116,n,y,y,y,y,n,NONE,y,n,y,y,1,A couple small spots,
KI2015c,8,62,,HD,7/10/2015,25.475,24.216,514.923,y,y,n,y,y,n,NONE,y,n,y,y,2,Large patches (harder to tell because of shadow),
KI2015c,8,63,,HD,7/10/2015,87.391,45.318,3688.151,n,y,n,y,y,n,NONE,c,y,y,n,NONE,,
KI2015c,8,72,,HD,26-10-2015,30.342,26.951,642.262,n,y,y,y,y,y,"Halimeda, Caulerpa",y,y,y,n,NONE,,
KI2015c,8,76,,HD,26-10-2015,20.427,12.949,205.935,n,n,n,y,y,y,Halimeda,y,y,n,n,NONE,,
KI2015c,8,84,,HD,26-10-2015,20.296,17.982,263.603,y,n,n,y,y,y,Halimeda,y,y,y,n,NONE,,
KI2015c,8,85,,HD,26-10-2015,37.363,19.747,734.068,n,n,n,y,y,y,"Halimeda, Peysson_red",y,y,y,n,NONE,,
KI2015c,8,86,,JL,27-11-2015,42.672,24.838,621.951,n,n,n,n,y,n,NONE,n,y,n,n,NONE,,
KI2015c,8,241,,HD,2/11/2015,50.493,18.655,744.223,n,y,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,8,244,,JL,27-11-2015,15.46,14.509,172.291,n,n,n,y,y,n,NONE,n,y,n,y,1,"one patch <5cm, some monticules bleaching ",
KI2015c,8,253,,HD,21-09-2015,27.708,21.005,374.508,y,y,n,y,y,n,NONE,y,n,y,y,1,Small very white spots,
KI2015c,8,695,,HD,26-10-2015,40.807,32.49,1025.592,n,y,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,8,696,,JL,27-11-2015,15.811,15.239,179.918,n,n,n,y,y,n,NONE,n,y,n,y,2,bleaching over most of coral <80% ,
KI2015c,8,698,,HD,21-09-2015,47.719,28.025,883.362,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,8,699,,HD,21-09-2015,18.505,16.367,227.546,n,n,n,y,y,n,NONE,y,n,n,y,1,Patchy colouring on left side,
KI2015c,8,717,,HD,21-09-2015,23.095,15.197,330.696,n,y,n,y,y,n,NONE,y,n,y,y,1,Small spots and one very white patchy area,
KI2015c,8,718,,HD,21-09-2015,18.857,18.752,267.693,n,n,n,n,n,n,NONE,y,n,y,n,NONE,,
KI2015c,8,719,,HD,7/10/2015,34.457,23.061,641.893,n,n,n,y,y,y,Halimeda,n,y,y,y,1,Small patches,
KI2015c,8,720,,HD,1/10/2015,19.823,13.926,251.347,n,n,n,y,y,y,Halimeda,y,n,y,y,1,Patchy areas,
KI2015c,8,880,,HD,2/11/2015,33.589,33.062,898.707,n,y,n,y,y,y,Halimeda,n,y,y,n,NONE,,
KI2015c,8,881,,HD,15-09-2016,30.855,28.963,439.737,n,n,n,y,y,y,Caulerpa,y,y,y,n,NONE,,
KI2015c,8,882,,HD,2/11/2015,30.15,21.328,512.27,n,n,n,y,y,n,NONE,y,n,y,n,NONE,Scale approximate (whole tag not visible),
KI2015c,8,883,,HD,2/11/2015,67.406,45.124,1955.885,n,y,n,y,y,n,NONE,n,y,y,n,NONE,,
KI2015c,8,884,,HD,2/11/2015,63.004,38.036,1828.597,n,y,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,8,885,,HD,2/11/2015,33.87,28.469,603.86,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,8,886,,JL,4/11/2015,59.435,55.862,1966.61,n,n,n,y,y,n,NONE,y,y,y,y,2,"~75% is lighter in colour, small patches of bleaching in the area that is normal in colour ",
KI2015c,8,887,,JL,4/11/2015,26.627,13.77,261.544,n,n,n,y,y,n,NONE,n,n,n,n,NONE,,
KI2015c,8,888,,JL,4/11/2015,96.488,84.956,6093.103,n,n,n,y,y,n,NONE,y,y,n,y,2,"~2/3s lighter in colour with one bleaching patch >5cm, transect tape (from 5.0m-5.2m) used for scale ",
KI2015c,8,889,,JL,4/11/2015,22.321,21.225,278.952,n,n,n,y,y,n,NONE,n,n,n,n,NONE,,
KI2015c,8,890,,JL,4/11/2015,25.093,22.21,345.848,n,n,n,y,y,y,Halimeda,n,n,n,y,1,"one arm of the coral is almost completely bleached, only place where turf algae touching",
KI2015c,8,69_875,,HD,26-10-2015,33.759,21.918,760.621,n,y,n,y,y,y,Halimeda,y,y,y,n,NONE,,
KI2015c,15,576,,JL,2/12/2015,40.209,28.662,911.377,n,n,n,y,y,n,NONE,n,y,y,y,1,"large portion of coral is lighter, a few spots <5cm ",
KI2015c,15,577,,JL,4/12/2015,23.698,20.541,339.135,n,n,n,y,y,n,NONE,n,n,y,y,3,"entire coral is severely bleached, almost completely white ",
KI2015c,15,578,,JL,11/12/2015,26.593,19.369,403.086,n,n,n,y,y,n,NONE,n,y,y,y,1,"coral is lighter in colour, a handful of small lightly bleached spots ",
KI2015c,15,579,,HD,14-12-2015,28.15,19.915,435.571,n,n,n,y,y,n,NONE,y,n,y,n,NONE,13 cm scale used,
KI2015c,15,580,,JL,27-01-2016,25.002,24.286,342.534,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,15,581,,JL,27-01-2016,19.657,14.569,207.613,n,n,n,y,y,n,NONE,y,n,n,y,1,"two bleacehd spots less than 5cm, a large patch is paling ",
KI2015c,15,582,,HD,14-12-2015,27.327,16.414,442.265,n,n,n,y,y,y,Peysson_red,y,n,y,n,NONE,,
KI2015c,15,583,,JL,4/12/2015,30.495,16.96,340.379,n,n,n,y,y,n,NONE,y,y,y,y,3,entire coral severely bleached,
KI2015c,15,584,,JL,4/12/2015,59.351,40.816,1842.853,n,n,n,y,y,n,NONE,n,y,y,y,1,"one patch <5cm, a many very small light spots ",
KI2015c,15,585,,JL,11/12/2015,70.563,58.744,3039.291,n,n,n,y,y,n,NONE,y,y,y,y,1,"majority of coral is lighter in colour, many small bleached spots ",
KI2015c,15,586,,HD,14-12-2015,46.735,35.085,1406.861,n,n,n,n,n,n,NONE,y,n,y,n,NONE,,
KI2015c,15,587,,JL,11/12/2015,38.182,33.606,998.479,n,n,n,y,y,n,NONE,y,y,y,y,1,bleaching along one edge and a few small bleached spots,
KI2015c,15,588,,JL,4/12/2015,25.876,22.314,335.485,n,n,n,y,y,n,NONE,y,y,n,y,1,"a few small patches, some areas are lighter in colour  ",
KI2015c,15,588,,JL,27-01-2015,36.291,35.248,872.039,n,n,n,y,y,n,NONE,y,n,n,y,2,"large patches of severe bleaching on the tops of mounds, many areas on the sides and bottom still have colour (F. pentagona)",
KI2015c,15,589,,JL,11/12/2015,29.417,26.263,480.214,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,15,590,,JL,11/12/2015,21.365,18.078,298.938,n,n,n,y,y,n,NONE,y,y,y,y,1,a few bleached patches less than 5cm  ,
KI2015c,15,591,,JL,11/12/2015,36.095,31.797,887.856,n,n,n,y,y,n,NONE,n,y,y,y,1,a few small bleached patches,
KI2015c,15,593,,JL,11/12/2015,45.9,32.733,1070.61,n,n,n,y,y,n,NONE,y,y,y,y,1,"a few small spots, some bleaching around edges ",
KI2015c,15,594,,JL,11/12/2015,34.713,31.673,808.882,n,n,n,y,y,n,NONE,n,y,y,y,2,"most of coral is bleaching, top portion of coral is severly bleached, some areas still have a bit of colour ~2/3-3/4 bleached",
KI2015c,15,595,,JL,11/12/2015,35.047,34.819,931.639,n,n,n,y,y,n,NONE,y,y,y,y,1,"entire coral is lighter in colour, a few small bleached spots ",
KI2015c,15,596,,JL,11/12/2015,56.425,54.755,2239.512,n,n,n,y,y,n,NONE,n,y,y,y,1,"a large portion in the centre of the coral is paling, a few small bleached spots  ",
KI2015c,15,597,,JL,11/12/2015,35.751,29.422,789.484,n,n,n,y,y,n,NONE,n,y,y,y,3,"over 80% of coral severely bleached, but not completely white ",
KI2015c,15,598,,HD,14-12-2015,63.215,42.089,2193.987,n,n,n,y,y,n,NONE,y,y,Y,n,NONE,,
KI2015c,15,599,,JL,2/12/2015,25.113,23.161,379.601,n,n,n,y,y,n,NONE,n,n,n,n,None,very healthy coral,
KI2015c,15,601,,JL,2/12/2015,53.864,38.463,1436.832,n,n,n,y,y,n,NONE,y,y,y,y,1,"many small patches, a large portion of the coral is lighter in colour ",
KI2015c,15,602,,JL,4/12/2015,53.779,33.353,1310.128,n,n,n,y,y,n,NONE,y,y,y,y,1,"areas of coral are lighter in colour, a few small spots <5cm ",
KI2015c,15,603,,JL,2/12/2015,25.306,17.219,273.49,n,n,n,y,y,n,NONE,n,y,n,y,1,one patch <5cm ,
KI2015c,15,604,,JL,2/12/2015,38.19,32.648,919.719,n,n,n,y,y,n,NONE,n,y,n,y,1,many small patches,
KI2015c,15,605,,JL,2/12/2015,39.117,32.086,783.556,n,n,n,y,y,n,NONE,y,y,n,y,2,"large portion 1/3-2/3 is severely bleached, rest of coral is normal in colour",
KI2015c,15,606,,JL,3/12/2015,22.141,21.554,476.997,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,15,607,,JL,4/12/2015,30.953,24.471,619.256,y,n,n,y,y,n,NONE,y,n,y,y,1,a few patches <5cm ,
KI2015c,15,608,,JL,3/12/2015,54.308,28.78,1151.633,n,n,n,y,y,n,NONE,y,n,y,y,1,a few small patches,
KI2015c,15,609,,HD,14-12-2015,63.692,41.703,2207.159,n,n,n,y,y,n,NONE,y,n,y,y,1,A few small circles near the center,
KI2015c,15,610,,JL,4/12/2015,43.74,42.119,1255.034,n,n,n,y,y,n,NONE,n,n,y,y,1,"a few very small, light spots. ",
KI2015c,15,611,,HD,14-12-2015,35.179,29.54,707.321,n,n,n,y,y,n,NONE,n,n,y,n,NONE,13 cm scale used,
KI2015c,15,612,,JL,2/12/2015,24.696,18.39,376.403,n,n,n,y,y,n,NONE,n,y,n,y,1,one small patch <5cm,
KI2015c,15,613,,HD,14-12-2015,29.146,28.183,692.101,n,n,n,y,y,n,NONE,y,y,y,n,NONE,,
KI2015c,15,617,,JL,4/12/2015,34.921,24.97,499.976,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,15,618,,JL,3/12/2015,37.719,34.759,921.111,n,n,n,y,y,n,NONE,n,y,y,y,3,entire coral is severely bleached,
KI2015c,15,619,,JL,4/12/2015,45.848,44.491,1682.117,n,n,n,y,y,n,NONE,n,n,y,y,3,entire coral is bleached but not completely white,
KI2015c,15,620,,JL,3/12/2015,48.185,38.71,1364.11,n,n,n,y,y,n,NONE,n,n,y,y,1,a few small spots and some areas are lighter  ,
KI2015c,15,621,,JL,4/12/2015,60.553,51.745,1954.675,n,n,n,y,y,n,NONE,y,y,n,y,2,"bleaching throughout coral, one side is more severe, but <80% of coral is bleached",
KI2015c,15,622,,JL,2/12/2015,42.707,32.203,1008.374,n,n,n,n,n,n,NONE,n,n,n,n,NONE,very healthy coral ,
KI2015c,15,623,,JL,2/12/2015,37.713,25.604,713.212,n,n,n,y,y,n,NONE,y,y,n,y,3,entire coral severely bleached ,
KI2015c,15,624,,JL,3/12/2015,39.712,30.035,875.037,n,n,n,y,y,n,NONE,n,y,y,y,1,a few patches,
KI2015c,15,625,,HD,14-12-2015,80.911,65.458,4098.158,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,15,626,,JL,3/12/2015,19.88,18.507,209.149,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,15,627,,HD,14-12-2015,62.471,40.753,1906.373,n,n,n,y,y,n,NONE,n,n,y,n,NONE,,
KI2015c,15,628,,JL,3/12/2015,50.652,46.266,1554.789,n,n,n,y,y,n,NONE,y,y,y,y,2,large portion of coral is bleached but <80%,
KI2015c,15,629,,JL,2/12/2015,93.798,70.314,3865.607,n,n,n,y,y,n,NONE,y,y,y,y,2,one large patch >5cm (note that the area for this coral is an underestimate- no picture incorporated the entire coral) ,
KI2015c,15,630,,JL,3/12/2015,26.887,20.471,416.918,n,n,n,y,y,n,NONE,n,n,n,y,2,entire coral is lighter but not severely bleached,
KI2015c,15,892,,HD,14-12-2015,36.656,23.414,841.927,n,n,n,y,y,n,NONE,y,n,y,y,1,Many small patches of slightly lighter colour,
KI2015c,15,615b,,JL,2/12/2015,27.168,18.432,263.412,n,n,n,y,y,n,NONE,n,n,y,n,NONE,,
KI2015c,15,631b,,JL,2/12/2015,30.517,22.382,548.569,n,n,n,y,y,n,NONE,y,y,y,y,2,"entire coral is starting to bleach, many large patches of severe bleaching ",
KI2015c,19,649,,HD,13-11-2015,38.777,23.887,924.031,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,19,650,,HD,13-11-2015,27.438,17.692,377.572,n,n,n,y,y,n,NONE,n,n,y,y,2,Most of coral slightly bleached and many small spots of severe bleaching as well,
KI2015c,19,651,,HD,13-11-2015,24.835,19.062,378.023,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,19,652,,HD,13-11-2015,27.794,24.551,582.32,n,y,n,y,y,n,NONE,y,n,y,y,1,Very few small ovals,
KI2015c,19,653,,HD,13-11-2015,25.902,21.865,407.673,n,n,n,y,y,n,NONE,y,y,y,y,1,A couple small spots,
KI2015c,19,655,,HD,13-11-2015,22.093,19.329,265.565,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
KI2015c,19,656,,HD,13-11-2015,24.047,20.671,473.454,n,n,n,y,y,n,NONE,y,n,y,y,3,Most of coral bleached,
KI2015c,19,657,,HD,13-11-2015,26.799,23.491,400.672,n,n,y,y,y,y,Caulerpa,y,n,y,n,NONE,,
KI2015c,19,658,,JL,18-11-2015,10.733,8.164,73.57,n,n,n,y,y,n,NONE,y,n,n,y,1,"coral is lighter all over, a few small spots of pronounced bleaching ",
KI2015c,19,660,,HD,26-10-2015,23.422,19.959,392.519,n,n,n,n,n,n,NONE,n,n,y,n,NONE,"* was mislabelled as 664, was changed to 660 ",
KI2015c,19,661,,JL,13-11-2015,30.49,19.123,353.37,n,n,n,y,y,n,NONE,n,y,n,y,1,2-3 small spots,
KI2015c,19,662,,HD,19-11-2015,59.134,51.835,1573.473,n,n,n,y,y,n,NONE,y,n,y,y,1,Many small circular spots,
KI2015c,19,665,,JL,18-11-2015,64.453,45.551,2480.96,n,n,n,y,y,n,NONE,y,y,y,y,1,a few small spots ,
KI2015c,19,666,,HD,26-10-2015,46.735,29.341,1037.551,n,n,n,n,n,n,NONE,y,n,y,y,2,Many lighter spots,
KI2015c,19,667,,JL,13-11-2015,21.204,21.444,285.928,n,n,n,y,y,n,NONE,y,n,n,n,NONE,,
KI2015c,19,669,,JL,18-11-2015,33.107,33.107,657.157,n,n,n,y,y,n,NONE,y,n,y,y,2,"entire coral is lighter, one severe patch ~10cm long",
KI2015c,19,673,,HD,17-09-2015,42.504,30.713,756.575,n,n,n,y,y,n,NONE,y,n,y,n,NONE,,
